1,1.40,1,2,7,0
2,2.31,1,1,12,2.56
1,1.40,1,1,7.5,1.65
1,2.20,1,1,10,2.35
1,2.45,1,2,11.5,0
1,1.90,1,1,8.5,1
1,1.50,1,1,7,1
1,1.47,1,1,10,2.16
1,9.00,1,2,27,0
1,2.10,1,1,8.5,1.95
1,2.93,1,2,17.5,0
5,.87,1,2,5.5,0
1,.67,1,1,6,1.46
1,1.21,1,1,6,1.95
1,1.50,1,1,8,2.2
1,1.30,1,1,12,1.5
2,1.12,1,2,7.5,0
4,1.20,1,1,7.5,1.75
1,2.50,1,2,10,0
1,2.70,1,2,10.5,0
1,4.43,1,1,21,4.36
3,2.65,1,1,20.5,4.26
1,4.60,1,1,17.5,1
1,1.80,1,1,13,2.75
3,4.20,1,1,14.5,1.2
1,2.00,1,1,11,2.46
1,.51,1,1,4,1.06
1,.90,1,1,5,1
5,.70,1,1,4.5,0
2,1.90,1,1,9,1.95
1,.90,1,2,6.5,0
1,2.33,1,1,9,1.5
1,1.30,1,2,10.5,0
1,1.64,1,2,9,0
1,.00,1,2,2.5,0
1,1.88,1,1,8.5,2.58
1,3.70,1,2,13,0
1,.91,1,1,5.5,2
1,.93,1,2,5,0
1,4.08,1,1,15,4.08
1,1.50,1,1,8,3
1,1.20,1,2,6.5,0
1,1.30,1,2,7,0
1,.69,1,1,5,1.7
5,2.46,1,1,11,2.36
1,2.09,1,2,9.5,0
1,.60,1,2,4,0
1,1.80,1,2,12,0
1,14.40,1,1,39.5,9.15
1,2.00,1,1,8.5,2.45
1,1.00,1,2,7.5,0
5,.94,1,1,6.5,2.19
1,2.20,1,1,9.5,2.15
1,2.70,1,2,10,0
1,.99,1,1,5.5,1.7
1,5.17,1,1,20,4.16
1,.30,1,2,4,0
1,2.50,1,1,11,2.95
1,.80,1,1,7.5,1
1,1.37,1,2,9,0
1,1.10,1,2,5.5,0
1,1.00,1,2,7.5,0
5,2.42,1,1,10.5,2.26
1,2.30,1,1,9.5,2.05
1,1.50,1,1,6.5,1.55
1,4.89,1,1,20.5,4.46
1,1.09,1,1,8.5,3.09
1,1.62,1,2,7.5,0
1,1.00,1,2,5,0
1,.70,1,1,6,1.35
5,1.37,1,2,8,0
2,2.36,1,1,11.5,2.46
1,1.90,1,1,13,1
5,1.12,1,1,6,1.56
3,.66,1,2,5,0
1,1.50,1,1,11,1.18
1,.80,1,1,5.5,0
5,1.73,1,2,8,0
2,2.30,1,1,9.5,2.58
2,.94,1,1,9.5,2.26
1,.64,1,1,4,1.44
1,1.04,1,2,6,0
1,4.66,1,1,16.5,3.46
1,9.90,1,1,38.5,5
5,6.75,1,1,20.5,4.36
1,.80,1,1,7,4
1,2.00,1,1,9.5,1.25
1,.90,1,1,6,1
1,.60,1,1,4.5,1.32
5,14.26,1,1,40,0
1,1.00,1,1,6.5,1.65
6,2.03,1,1,11,2.56
1,1.00,1,1,5.5,1.25
1,1.10,1,2,8.5,0
1,3.80,1,2,20,0
3,4.26,1,1,14.5,2
1,1.45,1,2,7,0
1,.40,1,2,3.5,0
1,.98,1,1,5.5,1
1,1.90,1,1,9.5,2
1,1.59,1,1,7,1.66
1,4.08,1,1,16,3.46
1,4.30,1,2,15.5,0
1,.63,1,2,6.5,0
2,.90,1,1,7,2
1,.70,1,1,9,2.45
1,1.90,1,2,10.5,0
2,.90,1,1,6,1.7
1,.90,1,1,8,1.58
5,7.97,1,1,26,5.46
1,.98,1,1,7,1
1,.70,1,1,5.5,1.26
1,1.80,1,1,11.5,3.32
6,2.84,1,2,17,0
1,.83,1,1,5,1
1,3.00,1,2,16,0
1,6.30,1,1,28,5.75
1,1.10,1,1,5.5,1.25
1,3.22,1,1,14,3.7
1,.84,1,1,6,1.46
1,1.81,1,1,9,1.96
2,2.20,1,2,9,0
1,6.76,1,1,20,3
1,.46,1,2,4.5,0
1,1.00,1,1,5.5,1.25
1,1.30,1,2,7,0
5,3.13,1,1,12.5,2.66
2,2.00,1,1,9.5,2.15
2,1.05,1,2,5.5,0
1,.96,1,2,5,0
1,1.88,1,1,9.5,1.75
1,.57,1,2,6,0
5,.65,1,1,5,1.26
3,3.48,1,2,12.5,0
1,.92,1,1,6.5,1
1,1.50,1,1,6,1.35
1,.90,1,1,8,0
2,1.20,1,1,6,1
2,1.08,1,1,6,1.56
1,1.32,1,1,8.5,2.06
1,.38,1,1,3.5,0.96
2,1.71,1,1,8,1.76
1,3.10,1,1,14.5,2
1,.60,1,1,5,1.16
6,4.33,1,1,14.5,1
2,1.42,1,2,8,0
1,3.66,1,2,13,0
5,1.00,1,1,6,1.36
1,.50,1,2,4.5,0
1,9.40,1,1,27,8.3
1,15.50,2,1,52,0
1,.70,1,1,5.5,1.85
1,1.47,1,1,7.5,1.7
1,1.06,1,1,6.5,1.66
1,.98,1,2,8,0
1,.40,1,1,4.5,0.8
1,11.87,1,1,33.5,5.5
2,2.75,1,2,12.5,0
4,1.90,1,1,9,1.95
1,.63,1,1,4.5,1.06
1,.50,1,1,4.5,1.05
1,18.57,2,1,52,13.2
1,2.88,1,2,16,0
1,3.10,1,2,16,0
1,2.35,1,1,10.5,2.26
1,11.04,1,1,45,10.27
1,4.87,1,2,18,0
1,3.24,1,1,15.5,2
1,4.80,1,2,18.5,0
1,.55,1,2,4,0
5,5.63,1,1,20.5,4.36
1,.48,1,2,4.5,0
1,3.52,1,1,14,2.5
1,1.23,1,1,5.5,1.36
2,.70,1,1,6,1.45
1,.90,1,1,6.5,1
1,2.40,1,1,10,2.15
1,1.70,1,2,10,0
1,6.70,1,2,22,0
1,2.16,1,1,12,2.76
4,4.76,1,1,15,1.6
5,2.72,1,1,30,6.16
2,4.30,1,2,16,0
1,3.80,1,1,16.5,2.6
1,5.00,1,1,17,3.55
5,2.55,1,1,9.5,2.06
1,1.24,1,1,7,1.76
1,1.80,1,2,9.5,0
1,2.23,1,1,12,2.56
1,.50,1,2,4.5,0
5,2.00,1,2,9.5,0
3,1.47,1,1,8.5,2.45
1,1.20,1,1,8,1.75
6,.52,1,1,4.5,1.16
1,1.00,1,1,6.5,1.8
1,.80,1,2,5,0
1,.01,1,2,2.5,0
1,.40,1,1,3.5,0.85
1,1.66,1,2,9,0
1,.40,1,1,3.5,0.86
3,8.65,1,2,29,0
4,2.15,1,2,10.5,0
1,2.10,1,1,11,0
1,.86,1,2,6,0
1,.75,1,2,7,0
1,2.76,1,1,10.5,2.95
1,2.10,1,2,9.5,0
1,6.50,1,2,21.5,0
1,1.08,1,1,7,1.56
1,.64,1,2,4.5,0
1,6.90,1,2,23,0
1,1.44,1,1,8.5,1.86
3,2.65,1,1,10.5,3.69
1,3.28,1,2,14.5,0
4,2.60,1,1,11.5,2.55
2,.84,1,1,6.5,1
6,2.49,1,1,10,3.39
1,.96,1,1,6,1
1,3.30,1,1,15.5,2
1,1.40,1,1,8.5,1
1,9.55,1,1,31,11.2
1,1.10,1,1,6,1.82
1,3.16,1,2,21,0
1,1.15,1,1,5.5,1
1,1.30,1,2,7.5,0
1,.25,1,2,4,0
1,.80,1,2,5.5,0
1,7.50,1,1,24,4.96
5,2.79,1,1,13,3.45
1,2.63,1,2,10.5,0
1,1.48,1,1,7.5,2.08
5,.99,1,1,6.5,1.7
1,.58,1,1,5.5,1.36
4,3.12,1,2,14.5,0
1,2.26,1,1,10.5,2.26
1,2.30,1,2,12.5,0
1,2.74,1,1,11.5,0
1,.10,1,1,3,11
6,.93,1,1,9,1.5
1,.50,1,1,4,2
1,8.51,1,1,25,3.2
2,2.36,1,1,9.5,1
1,4.60,1,1,22.5,6.95
1,5.10,1,1,15.5,1
5,1.09,1,1,7,1.66
1,1.20,1,2,8,0
2,2.60,1,1,10.5,2.25
1,.90,1,1,7,1
1,5.70,1,1,21,4.35
1,2.10,1,1,9.5,2.15
3,2.16,1,2,9,0
2,2.20,1,2,9.5,0
1,1.81,1,1,11,2.46
1,1.98,1,2,11,0
1,1.00,1,1,5.5,1.35
1,5.70,1,1,19,4.05
2,2.88,1,2,14,0
1,1.00,1,1,7.5,1.65
2,4.00,1,1,15,2
1,5.36,1,1,19.5,5.08
1,1.50,1,2,14,0
1,.70,1,1,4.5,1.05
1,.90,1,2,5,0
6,7.22,1,1,27,8.49
1,1.97,1,1,13,2
1,1.00,1,2,7.5,0
1,9.70,1,2,29,0
1,.70,1,1,6.5,1.65
2,1.10,1,1,6,1.36
1,3.40,1,2,12.5,0
6,1.17,1,2,9,0
2,5.50,1,1,18,3.75
1,.70,4,1,12,0
1,3.50,1,1,15,0
2,16.90,2,1,52,0
1,2.47,1,2,13.5,0
1,4.50,1,1,14,3.06
5,3.78,1,1,14,3.82
1,.96,1,2,6.5,0
6,1.77,1,1,9.5,2.06
1,1.80,1,1,8,2.2
1,4.10,1,1,22,2
1,9.30,1,1,27,4
1,6.70,1,2,25.5,0
1,6.60,1,1,21,4.45
1,1.50,1,1,7.5,1.2
1,1.08,1,2,5.5,0
2,.65,1,2,5.5,0
1,1.24,1,2,7,0
1,11.24,1,1,35,7.26
1,.83,1,2,5.5,0
1,1.30,1,1,10,2.7
1,.70,1,1,11,1.5
1,6.03,1,1,20,8.2
1,2.85,1,1,10,2.26
1,17.33,2,2,52,0
2,15.90,1,1,49,0
1,.85,1,1,9.5,2.26
1,.50,1,2,4.5,0
2,2.70,1,1,11,3.65
1,5.20,1,1,19,0
3,.92,1,1,6.5,0.73
1,.70,1,1,5,1.15
6,.90,1,2,5.5,0
1,3.60,1,2,17,0
2,.76,1,2,6,0
1,1.20,1,1,7.5,1.86
5,1.59,1,1,8.5,2.32
6,15.32,1,1,46,5
1,1.22,1,1,7.5,1.76
1,1.40,1,1,6.5,1.65
5,1.90,1,1,11.5,2.66
1,3.32,1,1,13.5,2.96
1,4.22,1,1,18,3.76
5,.64,1,2,5,0
1,1.92,1,2,12.5,0
4,1.30,1,2,7,0
3,.48,1,1,6,1.46
2,9.00,1,1,26.5,4
1,6.83,1,1,23,4.86
1,1.09,1,2,5.5,0
1,2.10,1,2,12,0
1,8.90,1,1,25.5,6.45
1,.50,1,2,5,0
1,3.19,1,1,11,2.46
1,1.30,1,2,7,0
2,2.52,1,1,11,2.46
4,.70,1,2,6,0
1,5.00,1,2,16.5,0
1,1.10,1,2,7.5,0
1,16.60,2,1,52,3
1,1.40,1,1,7.5,1
2,2.14,1,2,11,0
1,1.30,1,2,6,0
1,1.10,1,1,6,1.55
1,.00,1,1,2.5,2
1,2.00,1,1,8.5,2.06
1,.83,1,1,6,1.1
1,3.52,1,1,13.5,3.58
1,.30,1,2,3.5,0
2,1.36,1,1,7,1.95
1,2.98,1,1,21.5,4.46
2,3.20,1,1,16,3.45
1,1.25,1,1,7,1.66
1,.80,1,2,5,0
1,1.00,1,1,7,1.75
1,1.30,1,1,8,1.75
1,2.71,1,1,11,2.46
2,21.97,2,2,52,0
6,13.41,1,2,38,0
1,1.80,1,2,9,0
1,.84,1,1,6,1.82
1,1.36,1,1,8.5,1.7
1,.00,1,2,3,0
1,10.00,1,1,31,7.65
1,3.30,1,1,12.5,1.5
1,.00,1,2,2.5,0
1,3.74,1,2,15,0
1,6.08,1,1,20.5,4.36
1,7.80,1,2,28,0
1,14.33,1,1,45,10.27
1,4.70,1,2,14.5,0
2,1.70,1,2,9,0
1,1.32,1,2,8,0
1,2.72,1,2,10.5,0
2,2.33,1,1,12.5,0
1,1.49,1,1,9,2.06
1,4.30,1,1,20,1
1,.38,1,2,3.5,0
2,3.98,1,1,16.5,2
1,1.80,1,1,12,1.5
2,.50,1,1,5,1.26
1,.60,1,2,4.5,0
1,1.50,1,1,7.5,1.66
1,1.50,1,1,7.5,1.75
2,1.30,1,1,9,2.05
2,3.44,1,1,16,4.45
1,2.05,1,2,10.5,0
2,2.67,1,1,9.5,2.16
1,4.80,1,1,16.5,4.45
1,1.30,1,1,10,2.16
1,9.90,1,1,31,6
1,.90,1,1,6,2.15
1,1.00,1,1,5.5,1.36
1,.80,1,2,7,0
1,4.41,1,2,18,0
1,.66,1,2,5,0
1,3.70,1,1,14.5,3.95
3,2.02,1,2,9.5,0
1,1.39,1,1,7.5,1.76
1,3.40,1,2,16.5,0
1,2.61,1,1,18,3.76
1,.40,1,1,4,0.95
1,1.55,1,1,9,1
2,2.10,1,1,9.5,1.62
5,5.90,1,1,20.5,2.7
1,2.70,1,2,10.5,0
1,17.48,1,2,47,0
1,1.80,1,2,12,0
5,1.48,1,1,8,1
2,9.00,1,1,32.5,6
1,.90,1,1,5,2
1,.90,1,1,5,1.45
1,.75,1,2,4.5,0
2,9.80,1,1,31.5,6.45
1,.83,1,2,5,0
1,2.70,1,1,13.5,2.86
1,2.50,1,1,9,1.95
1,.80,1,1,6.5,2
1,.16,1,2,3,0
1,6.10,1,2,20.5,0
1,1.22,1,1,8,2.32
1,10.80,1,1,31,7.65
1,3.40,1,2,16,0
2,.70,1,1,5.5,1.35
1,1.18,1,1,6.5,1
1,1.33,1,1,7,0
1,1.70,1,1,9.5,2.05
1,1.20,1,1,10,2.15
1,.90,1,1,6.5,1.8
3,2.00,1,1,9,3
1,.90,1,1,12,2
1,1.20,1,1,7.5,1.65
5,2.98,1,2,12.5,0
1,8.00,1,2,26.5,0
1,1.00,1,1,8,1.75
1,.80,1,1,6.5,1.65
1,3.02,1,2,11.5,0
1,1.10,1,2,8,0
4,1.60,1,1,11.5,1.5
1,.67,1,1,4.5,1.06
1,2.10,1,1,10,2.15
1,2.45,1,2,10,0
1,.50,1,2,5,0
6,1.49,1,1,8.5,1
1,1.57,1,1,14,2.96
1,9.27,1,1,35,7.16
1,3.00,1,2,15,0
1,.98,1,1,6.5,1.46
1,1.60,1,1,8.5,1
3,2.05,1,1,10.5,1.7
1,4.83,1,1,18,1
1,.62,1,1,4,0.96
3,1.34,1,1,7,1.56
2,9.88,1,1,28.5,7.07
1,1.72,1,1,10,2.26
1,.70,1,2,6,0
1,2.30,1,1,10.5,2.35
6,3.94,1,1,15.5,5.04
1,.80,1,1,5,1
2,1.90,1,2,9,0
1,2.20,1,1,8.5,1.95
1,3.00,1,1,11.5,1
1,4.60,1,1,19,3.95
1,1.30,1,1,7.5,1.75
4,8.79,1,1,25,5.26
1,2.13,1,1,10,1
1,.80,1,1,4.5,1.05
1,1.64,1,1,10,2.16
2,6.74,1,1,20,4.16
5,1.54,1,2,9,0
2,2.22,1,2,10.5,0
5,.32,1,2,4.5,0
1,3.20,1,1,13,1.43
2,2.02,1,1,12.5,2.66
1,.44,1,1,4,0.96
1,.70,1,1,4.5,1.25
1,.99,1,1,15,5.04
1,3.00,1,1,10.5,0.01
1,2.10,1,1,10,1
1,2.27,1,1,10.5,2.26
1,3.06,1,2,12,0
1,.70,1,1,7,1.55
2,.61,1,2,4,0
2,.74,1,2,6.5,0
1,1.26,1,2,8,0
1,1.78,1,1,8,2.32
1,1.20,1,1,9,1
1,19.76,1,1,55.5,11.36
1,.60,1,2,4.5,0
1,1.20,1,1,6,1.36
1,3.60,1,1,14,5.2
1,4.90,1,1,19.5,4.25
1,4.95,1,1,17,0
1,1.20,1,1,7.5,1.75
1,1.70,1,2,8.5,0
1,4.30,1,1,15.5,1
1,4.60,1,1,16.5,3.55
1,5.63,1,1,21,1
1,1.30,1,1,7,1.66
1,3.61,1,1,13,2.76
1,2.00,1,2,9.5,0
2,1.67,1,1,9,1.5
1,8.44,1,2,30,0
1,.81,1,1,5,0
5,1.40,1,2,7,0
1,2.66,1,2,11.5,0
1,1.70,1,1,9,2.7
1,4.10,1,1,21,4.35
1,1.90,1,1,8,2
1,1.30,1,2,6.5,0
2,6.00,1,1,20,1
1,1.30,1,1,6.5,1.55
1,1.10,1,2,7,0
1,.60,1,1,4.5,1.3
1,1.20,1,1,7,1.5
1,.70,1,2,5,0
1,.50,1,2,4.5,0
4,.57,1,2,5,0
5,1.18,1,1,6.5,1.24
1,1.50,1,1,10.5,1.5
2,3.10,1,1,12,2
1,11.50,1,2,34.5,0
1,.80,1,1,5.5,1.36
2,1.24,1,2,8,0
2,.84,1,1,5.5,1
1,2.00,1,1,8.5,1
1,1.10,1,1,8,1.76
1,1.45,1,1,8,1.76
1,.49,1,2,5.5,0
1,1.50,1,2,8,0
2,.79,1,2,4.5,0
6,2.08,1,1,12,1.33
2,1.39,1,1,6.5,1.56
1,.83,1,1,5,1.36
2,1.22,1,1,8.5,1
1,1.83,1,1,10.5,1.5
1,.89,1,2,6.5,0
2,.63,1,2,4.5,0
1,2.00,1,2,8,0
1,9.13,1,1,28.5,0
1,18.40,2,2,52,0
2,2.00,1,1,8.5,1.95
2,1.41,1,1,7,1.76
1,4.93,1,2,19,0
1,1.10,1,1,6.5,0
4,2.30,1,2,12.5,0
5,1.13,1,2,6.5,0
1,9.80,1,1,32.5,7.95
1,2.20,1,1,9,1.95
1,.50,1,2,4,0
1,.91,1,1,5,1.16
2,2.07,1,2,9.5,0
2,21.60,2,2,52,0
1,.30,1,2,3.5,0
1,.30,1,2,3.5,0
1,.90,1,1,5.5,1.25
1,7.20,1,1,21,4.45
1,2.20,1,2,8,0
1,1.50,1,1,7,1.66
1,5.05,1,1,17.5,3.86
5,.68,1,1,4.5,1.32
1,.80,1,2,11,0
1,.00,1,1,2.5,1.14
1,.67,1,1,8.5,1.86
5,4.15,1,1,17.5,4.7
1,4.10,1,1,16,3.55
2,1.08,1,1,7,1.95
2,.00,1,1,6,1.95
1,.80,1,1,5,1.25
1,1.80,1,1,10,2
1,2.80,1,1,12.5,3.3
1,8.50,1,2,26.5,0
1,.31,1,2,3.5,0
1,1.54,1,1,9.5,1
1,.70,1,1,4.5,1.32
1,3.40,1,2,15.5,0
3,.73,1,1,4.5,1.26
1,.90,1,2,6.5,0
6,.58,1,1,8,1.76
1,2.16,1,1,14,3.95
1,1.20,1,1,8,2.2
1,.69,1,2,4.5,0
1,16.96,2,1,52,14.58
1,7.20,1,1,26,5.55
1,.81,1,1,6,0
3,2.81,1,1,10.5,2.46
2,1.80,1,1,8.5,1.95
2,2.00,1,1,8.5,2.75
2,.43,1,2,3.5,0
1,2.30,1,1,12,3.3
1,2.68,1,2,14,0
2,.53,1,2,4.5,0
1,.10,2,3,52,0
1,8.60,1,1,26,6.55
1,19.60,1,1,53,10.75
1,2.40,1,2,10.5,0
1,.80,1,2,5.5,0
1,1.60,1,1,7.5,1
1,2.02,1,1,15,1
1,1.00,1,1,5.5,1
1,2.10,1,1,10.5,2.45
1,3.30,1,1,13,2.86
1,.50,1,1,5.5,1
1,.74,1,2,4.5,0
1,.90,1,1,6.5,2.08
2,.60,1,1,4.5,1.16
1,3.60,1,1,15,3.25
2,.50,1,2,4,0
1,.71,1,1,6,0.75
5,1.40,1,2,9.5,0
1,2.48,1,1,13,2.76
1,2.19,1,1,8.5,1.86
1,2.00,1,1,10.5,2.5
1,2.32,1,2,10,0
1,2.00,1,1,10,2.8
1,3.10,1,1,12.5,1
1,.70,1,1,6,1.35
1,1.70,1,1,9.5,2
1,7.20,1,1,22,1.5
1,2.10,1,1,10,1
1,1.40,1,1,7.5,1.66
3,4.96,1,2,20.5,0
1,6.60,1,1,21.5,2
1,.89,1,1,4.5,1.5
3,1.67,1,2,10.5,0
1,1.20,1,2,8,0
5,11.50,1,2,32.5,0
2,1.70,1,1,9.5,2.06
1,2.61,1,2,15.5,0
1,2.80,1,1,12.5,2.65
1,3.96,1,1,17.5,0
1,.70,1,2,4.5,0
1,16.00,1,1,42,9.75
1,1.15,1,2,6,0
1,2.40,1,2,10,0
1,2.07,1,1,10.5,2.46
1,1.50,1,1,8,1.75
1,1.00,1,2,6,0
1,.53,1,2,4,0
1,.77,1,1,4.5,1.06
1,11.00,1,1,37,8.87
1,2.01,1,2,9,0
1,3.65,1,2,14,0
2,3.70,1,1,14,3.15
1,.87,1,1,10,3.54
1,.80,1,1,5,1.15
1,3.00,1,2,14.5,0
1,2.54,1,1,11.5,2.66
1,.50,1,1,4,1.05
1,1.21,1,2,8.5,0
6,3.40,1,1,14,2.96
1,1.00,1,1,7,1
1,1.00,1,2,6,0
1,5.53,1,1,16.5,3.56
5,3.78,1,1,14.5,3.06
1,11.20,1,2,50,0
1,1.18,1,1,5.5,0.7
5,.92,1,2,5.5,0
1,5.00,1,2,16.5,0
1,1.70,1,1,8,1.32
6,11.42,1,2,32.5,0
5,1.39,1,1,7.5,0
1,1.00,1,1,6.5,1
1,2.20,1,1,13,2.85
5,1.01,1,1,5,1.16
1,3.40,1,2,17,0
1,11.00,1,2,32.5,0
5,.91,1,1,5.5,1
1,1.80,1,1,9,1
2,2.23,1,1,10.5,2.36
1,1.60,1,1,10,2.35
1,1.50,1,2,7,0
1,1.00,1,2,6.5,0
1,1.30,1,1,9.5,2.55
1,8.40,1,1,25,6.58
1,.81,1,1,4.5,1.06
1,.14,1,2,3,0
1,1.42,1,1,7.5,1.66
1,1.00,1,2,5,0
2,1.15,1,1,7,0
1,13.40,1,2,45,0
1,6.20,1,1,19,3.95
2,1.80,1,1,9,2.05
1,3.20,1,1,12.5,3.32
1,.92,1,1,6.5,1
1,7.90,1,1,30.5,7.95
2,7.60,1,2,24,0
5,2.08,1,2,13,0
1,10.69,1,1,40,11.58
1,1.70,1,2,7,0
1,1.30,1,1,11,2.95
1,1.00,1,1,8,2.2
1,1.80,1,2,9.5,0
1,16.32,1,1,44.5,9.16
1,1.10,1,2,6,0
1,1.40,1,2,7,0
5,8.35,1,1,27.5,0
6,1.81,1,1,9,3.09
5,2.54,1,1,10.5,1.5
1,.60,1,1,5,1.15
1,1.93,1,2,8.5,0
1,4.90,1,2,24,0
1,1.11,1,1,6.5,1.95
1,1.20,1,2,8.5,0
5,6.36,1,1,24,6.32
1,1.99,1,2,8.5,0
2,1.14,1,2,7.5,0
2,1.00,1,2,9,0
1,1.03,1,2,7,0
1,.73,1,1,5.5,1.46
1,19.40,2,2,52,0
1,5.45,1,2,18,0
1,7.30,1,1,21.5,3
1,4.56,1,1,15.5,2
1,.44,1,2,3.5,0
3,1.50,1,2,7.5,0
2,.80,1,2,6,0
1,.58,1,1,4.5,1.26
1,1.90,1,1,9.5,1.55
3,1.46,1,1,7.5,2.2
4,2.78,1,1,11,3.08
6,1.26,1,1,8,1
4,.51,1,2,4.5,0
1,3.00,1,1,10.5,0
3,1.40,1,2,8,0
1,2.40,1,1,11.5,2.55
2,2.44,1,2,12,0
1,.00,5,1,9.5,2.06
1,.80,1,2,6,0
1,1.00,1,1,6.5,0.8
1,5.22,1,1,17,4.45
5,2.02,1,1,9.5,3.24
1,4.60,1,1,17,0
2,1.19,1,1,6.5,0
2,2.10,1,2,9,0
1,2.20,1,1,11,1.7
1,1.83,1,1,10,2.16
1,1.80,1,1,9,2.06
5,1.21,1,1,9,1.96
1,7.70,1,1,23,4.85
1,3.67,1,1,13.5,2.96
1,12.20,1,1,37.5,9.7
1,1.99,1,1,11,1
1,1.76,1,1,8.5,2.45
1,.61,1,1,4,1.06
1,1.20,1,2,10.5,0
3,.79,1,2,6.5,0
1,1.91,1,2,8,0
2,.90,1,1,7,1.56
1,1.06,1,2,5.5,0
1,1.30,1,1,6.5,1.25
1,1.00,1,1,5.5,1
4,1.10,1,1,7.5,1.32
1,1.30,1,2,8.5,0
1,4.60,1,2,15.5,0
5,1.53,1,1,8.5,1
2,2.40,1,1,13.5,3.55
2,3.09,1,2,13,0
1,4.34,1,1,22.5,2
5,1.84,1,1,10.5,1.7
1,1.80,1,1,11,1
2,1.10,1,2,6.5,0
1,1.00,1,1,8,1.95
1,1.10,1,2,7,0
1,1.71,1,1,16.5,2
5,1.31,1,2,9,0
1,10.80,1,1,31,9.55
1,.90,1,1,7,1.75
2,.98,1,1,7.5,1.86
1,1.46,1,1,10,2.7
1,1.90,1,2,8,0
5,.68,1,2,4.5,0
1,1.51,1,1,7,1
1,1.81,1,1,9,0
1,16.81,2,1,52,10
1,2.13,1,1,11,2.36
1,.49,1,1,5.5,1.26
2,2.27,1,2,11,0
2,2.20,1,2,11.5,0
1,3.80,1,1,15.5,3.45
1,3.00,1,1,11.5,1.5
1,1.20,1,1,6,2
1,.80,1,1,5,2
1,1.40,1,2,6.5,0
1,.90,1,2,6.5,0
5,2.14,1,1,9.5,0
1,1.58,1,1,9,1.96
2,1.29,1,1,7.5,2.2
1,1.32,1,1,8.5,1.86
1,.82,1,1,5.5,0
5,17.90,2,1,52,11.67
1,11.50,1,2,33,0
1,.50,1,2,5,0
2,.97,1,1,7.5,1.86
2,3.21,1,1,12.5,2.76
1,1.14,1,2,9,0
1,.40,1,2,5,0
2,1.34,1,1,7.5,2.64
1,.85,1,1,5,0
1,9.00,1,1,39.5,10.05
2,23.18,2,1,52,10.56
1,2.90,1,2,11,0
1,1.22,1,2,8.5,0
1,.57,1,1,6,2
1,.78,1,1,5,1.16
1,4.62,1,2,18.5,0
1,.80,1,2,5.5,0
2,16.20,1,2,44.5,0
1,4.25,1,1,16,2
1,.52,1,2,4,0
6,.67,1,1,5,1.16
1,3.33,1,1,15.5,3.26
1,.59,1,2,4.5,0
1,2.27,1,2,11.5,0
1,.50,1,1,5.5,1.25
1,7.30,1,2,30.5,0
1,.50,1,2,5,0
1,3.57,1,2,13.5,0
1,2.60,1,2,9.5,0
6,1.72,1,1,9,2.2
